fact_id,date_key,region_id,category_id,company_sales,total_market_size
155,2021014,8,1,1744408.78,8306708.48
156,2021015,8,1,13821395.46,53159213.3
157,2021016,8,1,5956107.9,59561078.96
158,2021017,8,1,4542533.56,23908071.38
159,2021018,8,1,5629643.75,25589289.76
160,2021019,8,1,19135948.68,54674139.08
161,2021000,9,1,3625919.92,45323999.0
162,2021001,9,1,8536757.27,47426429.3
163,2021002,9,1,2787795.29,16398795.84
164,2021003,9,1,2497858.01,49957160.24
165,2021004,9,1,6876491.69,29897789.96
166,2021005,9,1,1601318.21,5165542.6
167,2021006,9,1,7015644.6,53966496.96
168,2021007,9,1,4400563.76,29337091.7
169,2021008,9,1,16460525.15,49880379.24
170,2021009,9,1,3467843.93,13337861.26
171,2021010,9,1,11932411.86,44194118.0
172,2021011,9,1,6493687.4,54114061.68
173,2021012,9,1,7328519.88,45803249.24
174,2021013,9,1,4368134.09,54601676.12
175,2021014,9,1,666113.2,11101886.72
176,2021015,9,1,2302817.91,38380298.5
177,2021016,9,1,1371016.77,5960942.48
178,2021017,9,1,8583353.01,27688235.5
179,2021018,9,1,2568236.76,7553637.52
180,2021019,9,1,7508707.96,62572566.32
181,2021000,10,1,16768232.6,47909236.0
182,2021001,10,1,4209796.17,30069972.62
183,2021002,10,1,11410589.68,34577544.48
184,2021003,10,1,211851.25,4237025.06
185,2021004,10,1,13541804.04,52083861.68
186,2021005,10,1,10061823.72,38699322.0
187,2021006,10,1,378891.13,2104950.72
188,2021007,10,1,2586317.92,13612199.6
189,2021008,10,1,7805967.94,48787299.64
190,2021009,10,1,5228247.77,22731512.04
191,2021010,10,1,2334296.93,38904948.8
192,2021011,10,1,12344977.21,42568886.92
193,2021012,10,1,2397809.78,14104763.44
194,2021013,10,1,10931487.03,33125718.26
195,2021014,10,1,11025408.35,33410328.32
196,2021015,10,1,1258948.78,5035795.1
197,2021016,10,1,3958466.55,14660987.24
198,2021017,10,1,967350.52,24183762.98
199,2021018,10,1,3083622.0,34262466.72
200,2021019,10,1,303609.99,3036099.86
201,2021000,1,2,7412083.56,35295636.0
202,2021001,1,2,7158127.29,37674354.14
203,2021002,1,2,1664481.57,11889154.08
204,2021003,1,2,2985025.13,49750418.9
205,2021004,1,2,1943825.13,19438251.32
206,2021005,1,2,2603702.78,37195754.0
207,2021006,1,2,11020272.88,39358117.44
208,2021007,1,2,3625846.65,20143592.48
209,2021008,1,2,6230784.43,41538562.88
210,2021009,1,2,3963425.25,12385703.92
211,2021010,1,2,3004631.26,50077187.6
212,2021011,1,2,2134915.43,16422426.42
213,2021012,1,2,10168308.23,35063131.84
214,2021013,1,2,2398538.35,59963458.7
215,2021014,1,2,560934.66,2804673.28
216,2021015,1,2,3538341.73,58972362.2
217,2021016,1,2,7254957.71,45343485.68
218,2021017,1,2,4295988.62,13018147.32
219,2021018,1,2,13633257.77,52435606.8
220,2021019,1,2,1329941.47,14777127.44
221,2021000,2,2,2174976.4,21749764.0
222,2021001,2,2,1102298.78,15747125.48
223,2021002,2,2,11246872.78,33079037.6
224,2021003,2,2,1101180.3,5005365.0
225,2021004,2,2,699157.61,2330525.36
226,2021005,2,2,2808701.7,35108771.3
227,2021006,2,2,2074588.32,10918885.92
228,2021007,2,2,7044409.48,22723901.54
229,2021008,2,2,8417169.6,46762053.32
230,2021009,2,2,2778497.08,11577071.16
231,2021010,2,2,2194415.02,43888300.4
232,2021011,2,2,6739406.26,29301766.34
233,2021012,2,2,14421157.44,43700477.08
234,2021013,2,2,7943892.74,33099553.1
235,2021014,2,2,10759589.07,48907223.04
236,2021015,2,2,8522737.48,42613687.4
237,2021016,2,2,11581968.55,50356385.0
238,2021017,2,2,5209365.4,57881837.76
239,2021018,2,2,3410522.23,22736814.88
240,2021019,2,2,5084548.1,18159100.34
241,2021000,3,2,1776861.95,9351905.0
242,2021001,3,2,3294534.97,21963566.48
243,2021002,3,2,1986580.02,6208062.56
244,2021003,3,2,4473529.04,13556148.62
245,2021004,3,2,2447865.71,7896341.0
246,2021005,3,2,7929524.86,39647624.3
247,2021006,3,2,14381417.84,49591096.0
248,2021007,3,2,6233786.9,27103421.3
249,2021008,3,2,3519242.79,43990534.92
250,2021009,3,2,2859071.96,35738399.52
251,2021010,3,2,15985460.97,55122279.2
252,2021011,3,2,1797226.22,9984590.12
253,2021012,3,2,3618746.66,24124977.76
254,2021013,3,2,580790.02,14519750.6
255,2021014,3,2,19032695.19,57674833.92
256,2021015,3,2,15219917.08,44764462.0
257,2021016,3,2,17751410.07,57262613.12
258,2021017,3,2,5342189.94,17232870.76
259,2021018,3,2,7556829.42,41982385.68
260,2021019,3,2,17860000.62,66148150.46
261,2021000,4,2,9036747.0,45183735.0
262,2021001,4,2,4844958.01,19379832.02
263,2021002,4,2,2149625.6,42992512.08
264,2021003,4,2,9139386.24,45696931.2
265,2021004,4,2,760359.41,15207188.24
266,2021005,4,2,1504496.72,30089934.4
267,2021006,4,2,6609041.55,55075346.24
268,2021007,4,2,7402720.29,24675734.3
269,2021008,4,2,3762435.39,15676814.12
270,2021009,4,2,8218407.27,45657818.18
271,2021010,4,2,4006220.35,33385169.6
272,2021011,4,2,9520606.47,27201732.76
273,2021012,4,2,3640052.72,52000753.12
274,2021013,4,2,4975949.45,17158446.38
275,2021014,4,2,1674098.28,41852456.96
276,2021015,4,2,4427911.48,26046538.1
277,2021016,4,2,21515340.28,63280412.6
278,2021017,4,2,9785037.5,32616791.68
279,2021018,4,2,2093018.63,13953457.52
280,2021019,4,2,1430348.05,35758701.26
281,2021000,5,2,9643231.71,45920151.0
282,2021001,5,2,8051091.93,47359364.3
283,2021002,5,2,6391034.4,31955172.0
284,2021003,5,2,2529787.76,9369584.28
285,2021004,5,2,1984398.73,24804984.08
286,2021005,5,2,4080305.12,29145036.6
287,2021006,5,2,2322402.83,12902237.92
288,2021007,5,2,6758337.91,22527793.04
289,2021008,5,2,14111847.99,54276338.44
290,2021009,5,2,3514817.41,35148174.14
291,2021010,5,2,4359679.6,21798398.0
292,2021011,5,2,14023717.87,48357647.84
293,2021012,5,2,13059724.62,46641873.64
294,2021013,5,2,1162092.72,14526158.96
295,2021014,5,2,4016828.83,50210360.32
296,2021015,5,2,3297591.38,32975913.8
297,2021016,5,2,8471497.75,49832339.72
298,2021017,5,2,10034312.21,43627444.38
299,2021018,5,2,4746575.81,15821919.36
300,2021019,5,2,2314833.28,46296665.54
301,2021000,6,2,860968.46,3913493.0
302,2021001,6,2,3770980.81,19847267.42
303,2021002,6,2,5427172.58,38765518.4
304,2021003,6,2,7042962.36,29345676.48
305,2021004,6,2,509585.68,12739642.04
306,2021005,6,2,6746608.5,42166303.1
307,2021006,6,2,10481458.17,36142959.2
308,2021007,6,2,3359475.16,10837016.66
309,2021008,6,2,3442019.91,12292928.24
310,2021009,6,2,4527372.45,32338374.66
311,2021010,6,2,16171450.8,53904836.0
312,2021011,6,2,2130421.36,42608427.12
313,2021012,6,2,14184231.31,45755584.88
314,2021013,6,2,3880818.59,14926225.34
315,2021014,6,2,4435698.53,23345781.76
316,2021015,6,2,11588119.51,50383128.3
317,2021016,6,2,4392779.23,39934356.68
318,2021017,6,2,16020082.61,57214580.74
319,2021018,6,2,194511.64,3890232.72
320,2021019,6,2,8731589.36,30108928.82
321,2021000,7,2,4814789.52,20061623.0
322,2021001,7,2,2148189.39,16524533.78
323,2021002,7,2,1700178.74,34003574.72
324,2021003,7,2,7767941.5,28770153.72
325,2021004,7,2,2347267.11,8693581.88
326,2021005,7,2,2807206.35,18714709.0
327,2021006,7,2,1639220.47,20490255.84
328,2021007,7,2,11305669.14,40377389.78
329,2021008,7,2,12568235.74,50272942.96
330,2021009,7,2,6004265.17,24017060.68
331,2021010,7,2,9608870.8,48044354.0
332,2021011,7,2,11664120.24,40221104.28
333,2021012,7,2,4980772.55,19923090.2
334,2021013,7,2,5294628.43,52946284.34
335,2021014,7,2,13054736.12,56759722.24
336,2021015,7,2,4794180.74,28201063.2
337,2021016,7,2,6645044.86,36916915.88
338,2021017,7,2,3205519.94,11053517.04
339,2021018,7,2,13566638.42,41111025.52
340,2021019,7,2,3006377.44,11562990.14
341,2021000,8,2,12953490.16,49821116.0
342,2021001,8,2,9226912.97,27960342.32
343,2021002,8,2,4087367.33,14597740.48
344,2021003,8,2,9580472.32,31934907.74
345,2021004,8,2,1918662.08,6189232.52
346,2021005,8,2,5458799.78,45489998.2
347,2021006,8,2,8002483.54,26674945.12
348,2021007,8,2,9518303.6,32821736.54
349,2021008,8,2,2208492.83,16988406.4
350,2021009,8,2,4182141.13,29872436.62
351,2021010,8,2,13207157.94,47168421.2
352,2021011,8,2,261082.8,2900919.98
353,2021012,8,2,2886097.0,16977041.16
354,2021013,8,2,12123498.63,46628840.9
355,2021014,8,2,3639205.02,30326708.48
356,2021015,8,2,5950294.29,35001731.1
357,2021016,8,2,8679899.09,29930686.52
358,2021017,8,2,11456497.85,57282489.26
359,2021018,8,2,9042188.1,29168348.72
360,2021019,8,2,4359537.93,19816081.52
361,2021000,9,2,3400694.92,24290678.0
362,2021001,9,2,1324289.27,33107231.72
363,2021002,9,2,6326683.15,31633415.76
364,2021003,9,2,2317057.28,11585286.38
365,2021004,9,2,5423491.84,45195765.32
366,2021005,9,2,10219829.95,31936968.6
367,2021006,9,2,6415293.61,45823525.76
368,2021007,9,2,13352855.9,53411423.6
369,2021008,9,2,12163602.11,45050378.2
370,2021009,9,2,3686918.69,20482881.62
371,2021010,9,2,9572208.49,29006692.4
372,2021011,9,2,3518685.37,58644756.16
373,2021012,9,2,3568464.24,50978060.64
374,2021013,9,2,6800345.31,35791291.1
375,2021014,9,2,3015811.67,27416469.76
376,2021015,9,2,18459075.39,61530251.3
377,2021016,9,2,5275708.19,21102832.76
378,2021017,9,2,4054139.87,16892249.46
379,2021018,9,2,1734066.74,15764243.12
380,2021019,9,2,20434924.53,58385498.66
381,2021000,10,2,5163627.2,16136335.0
382,2021001,10,2,4066777.34,36970703.06
383,2021002,10,2,5438472.14,16995225.44
384,2021003,10,2,991494.8,8262456.68
385,2021004,10,2,5168622.14,36918729.56
386,2021005,10,2,10080333.59,34759771.0
387,2021006,10,2,5763327.15,32018484.16
388,2021007,10,2,4708577.06,39238142.18
389,2021008,10,2,8991510.54,44957552.68
390,2021009,10,2,3080225.36,34224726.2
391,2021010,10,2,2003961.26,18217829.6
392,2021011,10,2,1591580.37,26526339.54
393,2021012,10,2,8939639.45,27089816.52
394,2021013,10,2,3403960.58,56732676.32
395,2021014,10,2,1363488.31,15149870.08
396,2021015,10,2,15362341.8,46552550.9
397,2021016,10,2,15793934.79,60745903.04
398,2021017,10,2,4119106.15,11768874.7
399,2021018,10,2,6013324.48,54666586.16
400,2021019,10,2,12046229.31,34417798.04
401,2021000,1,3,2974634.91,22881807.0
402,2021001,1,3,7402514.6,25525912.4
403,2021002,1,3,3899175.38,20521975.68
404,2021003,1,3,540300.79,10806015.72
405,2021004,1,3,2815779.29,25597993.52
406,2021005,1,3,492029.97,3280199.8
407,2021006,1,3,7139258.16,44620363.52
408,2021007,1,3,2726759.97,17042249.84
409,2021008,1,3,1383806.91,13838069.12
410,2021009,1,3,4679733.47,46797334.74
411,2021010,1,3,4875818.95,37506299.6
412,2021011,1,3,5429207.58,45243396.54
413,2021012,1,3,8935122.75,47026961.84
414,2021013,1,3,7860829.25,60467917.34
415,2021014,1,3,2247785.51,24975394.56
416,2021015,1,3,2588301.02,17255340.1
417,2021016,1,3,954010.33,23850258.32
418,2021017,1,3,727322.22,12122037.06
419,2021018,1,3,12346271.16,49385084.64
420,2021019,1,3,1625488.8,16254888.02
421,2021000,2,3,5077834.8,33852232.0
422,2021001,2,3,1039783.21,3249322.52
423,2021002,2,3,7095210.39,32250956.32
424,2021003,2,3,3704142.46,17638773.6
425,2021004,2,3,14367902.11,46348071.32
426,2021005,2,3,1121667.51,12462972.3
427,2021006,2,3,696303.39,3481516.96
428,2021007,2,3,10082820.26,56015668.1
429,2021008,2,3,10459364.78,34864549.28
430,2021009,2,3,1610937.95,17899310.56
431,2021010,2,3,1139727.44,11397274.4
432,2021011,2,3,8597467.91,24564194.02
433,2021012,2,3,8980403.05,39045230.64
434,2021013,2,3,8036053.03,44644739.06
435,2021014,2,3,11166319.45,53172949.76
436,2021015,2,3,16077782.06,47287594.3
437,2021016,2,3,10951732.29,34224163.4
438,2021017,2,3,3452776.21,31388874.64
439,2021018,2,3,6854049.36,40317937.44
440,2021019,2,3,1544751.01,14043191.0
441,2021000,3,3,4182049.08,12672876.0
442,2021001,3,3,15190427.9,46031599.7
443,2021002,3,3,7891975.42,49324846.4
444,2021003,3,3,2000286.21,50007155.14
445,2021004,3,3,12048363.48,37651135.88
446,2021005,3,3,1995221.63,39904432.5
447,2021006,3,3,10102621.2,32589100.64
448,2021007,3,3,2856914.13,16805377.22
449,2021008,3,3,802200.76,13370012.6
450,2021009,3,3,1343911.11,14932345.7
451,2021010,3,3,2777723.62,11573848.4
452,2021011,3,3,549596.75,9159945.76
453,2021012,3,3,4882788.66,37559912.76
454,2021013,3,3,14337972.49,51207044.6
455,2021014,3,3,6083472.64,24333890.56
456,2021015,3,3,1687209.84,21090123.0
457,2021016,3,3,,6398011.64
458,2021017,3,3,2337697.8,38961630.04
459,2021018,3,3,3300770.22,33007702.16
460,2021019,3,3,1197646.1,8554614.98
461,2021000,4,3,1390622.48,17382781.0
462,2021001,4,3,5822472.81,48520606.76
463,2021002,4,3,4279655.39,18607197.36
464,2021003,4,3,2919612.38,12693966.88
465,2021004,4,3,6605887.67,31456607.96
466,2021005,4,3,6733236.86,21041365.2
467,2021006,4,3,613263.34,5110527.84
468,2021007,4,3,6772442.86,42327767.9
469,2021008,4,3,6381307.58,37537103.44
470,2021009,4,3,570493.95,14262348.78
471,2021010,4,3,3058169.34,20387795.6
472,2021011,4,3,2669212.55,38131607.84
473,2021012,4,3,1818103.64,12986454.56
474,2021013,4,3,5264547.97,17548493.24
475,2021014,4,3,1586492.86,31729857.28
476,2021015,4,3,10101885.91,53167820.6
477,2021016,4,3,4615781.43,25643230.16
478,2021017,4,3,2921913.45,36523918.12
479,2021018,4,3,9988372.08,66589147.2
480,2021019,4,3,3995431.43,33295261.88
481,2021000,5,3,2602847.6,26028476.0
482,2021001,5,3,10228622.72,36530795.42
483,2021002,5,3,10406523.19,32520384.96
484,2021003,5,3,3260715.65,23290826.1
485,2021004,5,3,3416607.84,13140799.4
486,2021005,5,3,13311359.14,42939868.2
487,2021006,5,3,970092.07,13858458.08
488,2021007,5,3,1403800.44,4253940.74
489,2021008,5,3,5440555.08,36270367.2
490,2021009,5,3,13279494.23,39057335.96
491,2021010,5,3,1524234.08,38105852.0
492,2021011,5,3,4107785.54,41077855.38
493,2021012,5,3,10441450.84,61420299.04
494,2021013,5,3,6035937.19,40239581.24
495,2021014,5,3,15742950.95,54286037.76
496,2021015,5,3,14528523.18,48428410.6
497,2021016,5,3,11703690.71,39012302.36
498,2021017,5,3,957326.68,13676095.36
499,2021018,5,3,1070811.25,9734647.76
500,2021019,5,3,13011785.23,40661828.84
501,2021000,6,3,1796507.23,25664389.0
502,2021001,6,3,1143136.48,9526137.32
503,2021002,6,3,1533001.1,38325027.44
504,2021003,6,3,1272844.2,31821105.08
505,2021004,6,3,1277558.29,10646319.08
506,2021005,6,3,6119849.74,30599248.7
507,2021006,6,3,5750557.68,26138898.56
508,2021007,6,3,2829763.85,8085039.56
509,2021008,6,3,1674240.02,9848470.68
510,2021009,6,3,7018634.42,58488620.16
511,2021010,6,3,2423365.95,8654878.4
512,2021011,6,3,5095848.39,14987789.38
513,2021012,6,3,2146364.17,10731820.84
514,2021013,6,3,809869.28,3239477.12
515,2021014,6,3,578263.22,3212573.44
516,2021015,6,3,5110285.64,36502040.3
517,2021016,6,3,4628223.17,51424701.92
518,2021017,6,3,12067001.91,44692599.66
519,2021018,6,3,2842341.87,40604883.84
520,2021019,6,3,19035680.29,61405420.28
521,2021000,7,3,6078286.25,24313145.0
522,2021001,7,3,4239667.76,23553709.76
523,2021002,7,3,673234.83,2493462.32
524,2021003,7,3,14791858.88,52828067.42
525,2021004,7,3,564146.84,4701223.64
526,2021005,7,3,1490887.68,13553524.4
527,2021006,7,3,3307722.31,22051482.08
528,2021007,7,3,2117227.97,26465349.62
529,2021008,7,3,3082610.99,12844212.44
530,2021009,7,3,16250723.23,56036976.64
531,2021010,7,3,9106604.48,31402084.4
532,2021011,7,3,6010204.34,37563777.14
533,2021012,7,3,6503476.1,20978955.16
534,2021013,7,3,19136809.38,57990331.46
535,2021014,7,3,2369409.64,29617620.48
536,2021015,7,3,6283512.44,31417562.2
537,2021016,7,3,2858396.01,31759955.72
538,2021017,7,3,3820402.21,47755027.62
539,2021018,7,3,4420212.16,24556734.24
540,2021019,7,3,14660705.06,66639568.46
541,2021000,8,3,386875.08,9671877.0
542,2021001,8,3,3365962.83,28049690.24
543,2021002,8,3,2908930.37,24241086.4
544,2021003,8,3,2917049.19,11219419.96
545,2021004,8,3,1444782.47,4127949.92
546,2021005,8,3,2456488.72,11165857.8
547,2021006,8,3,4276579.24,30546994.56
548,2021007,8,3,5639798.87,28198994.36
549,2021008,8,3,780442.26,11149175.2
550,2021009,8,3,8019771.65,57284083.24
551,2021010,8,3,1337004.96,19100070.8
552,2021011,8,3,240009.64,6000240.92
553,2021012,8,3,9120569.28,27638088.72
554,2021013,8,3,11566854.57,52576611.68
555,2021014,8,3,3095825.2,9674453.76
556,2021015,8,3,839826.08,2544927.5
557,2021016,8,3,2162269.0,14415126.68
558,2021017,8,3,9705722.31,42198792.66
559,2021018,8,3,15956076.15,66483650.64
560,2021019,8,3,7727755.64,42931975.76
561,2021000,9,3,3974409.66,17280042.0
562,2021001,9,3,8603080.55,28676935.16
563,2021002,9,3,7315034.57,33250157.12
564,2021003,9,3,8339425.17,27798083.9
565,2021004,9,3,5714652.29,22858609.16
566,2021005,9,3,11812427.87,33749793.9
567,2021006,9,3,1341890.95,4328680.48
568,2021007,9,3,3697899.16,46223739.56
569,2021008,9,3,4961718.84,35440848.88
570,2021009,9,3,1631514.89,8586920.48
571,2021010,9,3,1543097.35,25718289.2
572,2021011,9,3,4278541.29,53481766.18
573,2021012,9,3,2693395.34,38477076.28
574,2021013,9,3,14300289.56,62175171.98
575,2021014,9,3,7555230.26,29058577.92
576,2021015,9,3,10662913.59,50775779.0
577,2021016,9,3,4911630.79,54573675.44
578,2021017,9,3,9545902.64,36715010.16
579,2021018,9,3,5031382.19,17349593.76
580,2021019,9,3,4832853.32,43935030.14
581,2021000,10,3,4487660.46,49862894.0
582,2021001,10,3,5074971.31,46136102.78
583,2021002,10,3,12336751.72,39795973.28
584,2021003,10,3,2208260.2,7360867.32
585,2021004,10,3,589011.68,4530859.04
586,2021005,10,3,4360692.8,13214220.6
587,2021006,10,3,10254587.3,37979952.96
588,2021007,10,3,282322.0,3529025.0
589,2021008,10,3,10446812.82,47485512.84
590,2021009,10,3,14648567.94,54253955.34
591,2021010,10,3,17006136.73,50018049.2
592,2021011,10,3,6842032.52,40247250.1
593,2021012,10,3,1140735.93,19012265.56
594,2021013,10,3,6643606.55,30198211.58
595,2021014,10,3,4274824.41,13789756.16
596,2021015,10,3,11435431.34,47647630.6
597,2021016,10,3,15827819.34,56527926.2
598,2021017,10,3,3671576.09,15298233.7
599,2021018,10,3,8163942.24,45355234.64
600,2021019,10,3,3895761.1,35416010.0
601,2021000,1,4,5774898.14,-26249537.0
602,2021001,1,4,6112942.61,19719169.7
603,2021002,1,4,8736430.8,34945723.2
604,2021003,1,4,8554712.94,24442036.98
605,2021004,1,4,5974779.82,19273483.28
606,2021005,1,4,2022394.54,6128468.3
607,2021006,1,4,4355744.31,33505725.44
608,2021007,1,4,1399565.77,4373643.02
609,2021008,1,4,1809436.2,45235905.12
610,2021009,1,4,4104171.47,13239262.82
611,2021010,1,4,3739486.27,31162385.6
612,2021011,1,4,5207995.74,30635269.04
613,2021012,1,4,5843972.2,23375888.8
614,2021013,1,4,10079410.81,43823525.24
615,2021014,1,4,431720.87,4796898.56
616,2021015,1,4,10467618.83,30787114.2
617,2021016,1,4,14748736.31,61453067.96
618,2021017,1,4,20210084.67,63156514.6
619,2021018,1,4,4944631.25,16482104.16
620,2021019,1,4,7959833.82,66331948.52
621,2021000,2,4,6131583.72,34064354.0
622,2021001,2,4,12422806.91,47780026.58
623,2021002,2,4,13917233.05,49704403.76
624,2021003,2,4,9780942.07,32603140.22
625,2021004,2,4,6270684.77,44790605.48
626,2021005,2,4,10799358.09,34836639.0
627,2021006,2,4,2900268.7,36253358.72
628,2021007,2,4,1385996.96,19799956.58
629,2021008,2,4,12021986.23,44525874.92
630,2021009,2,4,11505220.53,33838883.9
631,2021010,2,4,1399373.17,34984329.2
632,2021011,2,4,16909595.97,52842487.4
633,2021012,2,4,1623640.53,7059306.64
634,2021013,2,4,2831846.43,16657920.2
635,2021014,2,4,1914612.94,21273477.12
