fact_id,date_key,region_id,category_id,competitor_id,competitor_sales
158,2021019,2,1,2,9275648.65
159,2021019,2,1,3,6001890.3
160,2021019,2,1,4,9275648.65
161,2021000,3,1,2,1081643.52
162,2021000,3,1,3,1487259.84
163,2021000,3,1,4,1284451.68
164,2021000,3,1,5,1081643.52
165,2021001,3,1,3,10131416.65
166,2021001,3,1,4,6754277.77
167,2021001,3,1,5,7504753.08
168,2021001,3,1,1,6379040.11
169,2021002,3,1,4,5215323.32
170,2021002,3,1,5,4635842.96
171,2021002,3,1,1,2897401.85
172,2021002,3,1,2,2317921.48
173,2021003,3,1,5,686949.64
174,2021003,3,1,1,610621.9
175,2021003,3,1,2,1526554.75
176,2021003,3,1,3,2060848.92
177,2021004,3,1,1,5593220.22
178,2021004,3,1,2,5127118.53
179,2021004,3,1,3,2796610.11
180,2021004,3,1,4,3728813.48
181,2021005,3,1,2,12452922.55
182,2021005,3,1,3,6918290.31
183,2021005,3,1,4,4612193.54
184,2021005,3,1,5,4150974.18
185,2021006,3,1,3,665503.82
186,2021006,3,1,4,1552842.24
187,2021006,3,1,5,887338.42
188,2021006,3,1,1,1774676.84
189,2021007,3,1,4,3115433.6
190,2021007,3,1,5,2492346.88
191,2021007,3,1,1,3738520.31
192,2021007,3,1,2,3323129.17
193,2021008,3,1,5,4978891.29
194,2021008,3,1,1,4212908.02
195,2021008,3,1,2,5744874.57
196,2021008,3,1,3,5361882.93
197,2021009,3,1,1,8303057.52
198,2021009,3,1,2,5189410.95
199,2021009,3,1,3,3805568.03
200,2021009,3,1,4,7265175.33
201,2021010,3,1,2,9997713.45
202,2021010,3,1,3,7498285.08
203,2021010,3,1,4,5831999.51
204,2021010,3,1,5,6665142.3
205,2021011,3,1,3,7762466.83
206,2021011,3,1,4,7424968.27
207,2021011,3,1,5,6749971.16
208,2021011,3,1,1,3037487.02
209,2021012,3,1,4,859321.14
210,2021012,3,1,5,644490.86
211,2021012,3,1,1,1020443.86
212,2021012,3,1,2,1342689.29
213,2021013,3,1,5,10891876.19
214,2021013,3,1,1,6535125.71
215,2021013,3,1,2,7624313.33
216,2021013,3,1,3,14159439.04
217,2021014,3,1,1,4299452.56
218,2021014,3,1,2,3503257.64
219,2021014,3,1,3,2707062.72
220,2021014,3,1,4,3184779.67
221,2021015,3,1,2,688115.99
222,2021015,3,1,3,750671.99
223,2021015,3,1,4,1126007.98
224,2021015,3,1,5,625559.99
225,2021016,3,1,3,1433379.99
226,2021016,3,1,4,4120967.47
227,2021016,3,1,5,1433379.99
228,2021016,3,1,1,4837657.47
229,2021017,3,1,4,6518333.91
230,2021017,3,1,5,5766218.46
231,2021017,3,1,1,6769039.06
232,2021017,3,1,2,2757756.66
233,2021018,3,1,5,5020697.15
234,2021018,3,1,1,13053812.59
235,2021018,3,1,2,8535185.16
236,2021018,3,1,3,12049673.16
237,2021019,3,1,1,9476922.91
238,2021019,3,1,2,9907692.14
239,2021019,3,1,3,5169230.68
240,2021019,3,1,4,7753846.02
241,2021000,4,1,2,7739242.14
242,2021000,4,1,3,6633636.12
243,2021000,4,1,4,5159494.76
244,2021000,4,1,5,4053888.74
245,2021001,4,1,3,644845.37
246,2021001,4,1,4,234489.22
247,2021001,4,1,5,498289.6
248,2021001,4,1,1,527600.76
249,2021002,4,1,4,3629053.5
250,2021002,4,1,5,2177432.1
251,2021002,4,1,1,5564548.71
252,2021002,4,1,2,2661305.9
253,2021003,4,1,5,4304539.44
254,2021003,4,1,1,6116977.1
255,2021003,4,1,2,2492101.78
256,2021003,4,1,3,4984203.57
257,2021004,4,1,1,4569369.7
258,2021004,4,1,2,4569369.7
259,2021004,4,1,3,4569369.7
260,2021004,4,1,4,7506821.65
261,2021005,4,1,2,2038105.06
262,2021005,4,1,3,1959716.4
263,2021005,4,1,4,1410995.81
264,2021005,4,1,5,1097441.19
265,2021006,4,1,3,2050863.22
266,2021006,4,1,4,4474610.66
267,2021006,4,1,5,2237305.33
268,2021006,4,1,1,2983073.77
269,2021007,4,1,4,7389518.37
270,2021007,4,1,5,5473717.31
271,2021007,4,1,1,3831602.12
272,2021007,4,1,2,6294774.91
273,2021008,4,1,5,1443391.71
274,2021008,4,1,1,824795.26
275,2021008,4,1,2,1649590.53
276,2021008,4,1,3,1546491.12
277,2021009,4,1,1,1257061.64
278,2021009,4,1,2,2765535.61
279,2021009,4,1,3,2388417.11
280,2021009,4,1,4,3016947.93
281,2021010,4,1,2,7763929.58
282,2021010,4,1,3,9242773.31
283,2021010,4,1,4,9982195.17
284,2021010,4,1,5,4066820.26
285,2021011,4,1,3,6675487.83
286,2021011,4,1,4,7209526.86
287,2021011,4,1,5,2136156.11
288,2021011,4,1,1,2136156.11
289,2021012,4,1,4,1823518.77
290,2021012,4,1,5,5470556.31
291,2021012,4,1,1,5470556.31
292,2021012,4,1,2,5470556.31
293,2021013,4,1,5,3515362.06
294,2021013,4,1,1,6444830.44
295,2021013,4,1,2,7616617.79
296,2021013,4,1,3,7030724.11
297,2021014,4,1,1,1277233.52
298,2021014,4,1,2,1080736.05
299,2021014,4,1,3,2652715.77
300,2021014,4,1,4,1964974.64
301,2021015,4,1,2,11195127.98
302,2021015,4,1,3,6028145.84
303,2021015,4,1,4,10764546.14
304,2021015,4,1,5,8181055.06
305,2021016,4,1,3,3984029.66
306,2021016,4,1,4,2951133.08
307,2021016,4,1,5,3393803.04
308,2021016,4,1,1,2065793.15
309,2021017,4,1,4,5857745.18
310,2021017,4,1,5,5407149.4
311,2021017,4,1,1,4055362.05
312,2021017,4,1,2,7660128.31
313,2021018,4,1,5,3173234.58
314,2021018,4,1,1,6346469.16
315,2021018,4,1,2,3905519.48
316,2021018,4,1,3,5370089.29
317,2021019,4,1,1,5830737.54
318,2021019,4,1,2,6054996.67
319,2021019,4,1,3,4260923.58
320,2021019,4,1,4,3363887.04
321,2021000,5,1,2,8898368.57
322,2021000,5,1,3,3203412.69
323,2021000,5,1,4,8542433.83
324,2021000,5,1,5,8542433.83
325,2021001,5,1,3,7535733.85
326,2021001,5,1,4,6698430.09
327,2021001,5,1,5,6698430.09
328,2021001,5,1,1,8373037.62
329,2021002,5,1,4,3616515.43
330,2021002,5,1,5,2137031.85
331,2021002,5,1,1,2794580.11
332,2021002,5,1,2,2137031.85
333,2021003,5,1,5,2242161.2
334,2021003,5,1,1,877367.43
335,2021003,5,1,2,1949705.39
336,2021003,5,1,3,1267308.5
337,2021004,5,1,1,2371924.28
338,2021004,5,1,2,1185962.14
339,2021004,5,1,3,3557886.42
340,2021004,5,1,4,3706131.69
341,2021005,5,1,2,1675231.76
342,2021005,5,1,3,4397483.36
343,2021005,5,1,4,2512847.64
344,2021005,5,1,5,1884635.73
345,2021006,5,1,3,1445728.83
346,2021006,5,1,4,963819.22
347,2021006,5,1,5,2770980.26
348,2021006,5,1,1,3011935.07
349,2021007,5,1,4,10957049.47
350,2021007,5,1,5,4482429.33
351,2021007,5,1,1,12949240.28
352,2021007,5,1,2,10957049.47
353,2021008,5,1,5,3857050.05
354,2021008,5,1,1,2020359.55
355,2021008,5,1,2,3306042.9
356,2021008,5,1,3,2571366.7
357,2021009,5,1,1,5150906.86
358,2021009,5,1,2,3807192.03
359,2021009,5,1,3,4255096.97
360,2021009,5,1,4,2463477.19
361,2021010,5,1,2,1076571.64
362,2021010,5,1,3,768979.74
363,2021010,5,1,4,1845551.38
364,2021010,5,1,5,1768653.41
365,2021011,5,1,3,3718250.21
366,2021011,5,1,4,3718250.21
367,2021011,5,1,5,3879913.26
368,2021011,5,1,1,1778293.58
369,2021012,5,1,4,2741967.36
370,2021012,5,1,5,3084713.28
371,2021012,5,1,1,3256086.24
372,2021012,5,1,2,1885102.56
373,2021013,5,1,5,4310429.98
374,2021013,5,1,1,10580146.31
375,2021013,5,1,2,8620859.95
376,2021013,5,1,3,9404574.49
377,2021014,5,1,1,6078225.2
378,2021014,5,1,2,7380702.03
379,2021014,5,1,3,6946543.08
380,2021014,5,1,4,8683178.86
381,2021015,5,1,2,4424008.57
382,2021015,5,1,3,8110682.37
383,2021015,5,1,4,7004680.23
384,2021015,5,1,5,3686673.81
385,2021016,5,1,3,1747984.88
386,2021016,5,1,4,4078631.39
387,2021016,5,1,5,2524867.05
388,2021016,5,1,1,4467072.47
389,2021017,5,1,4,11452530.74
390,2021017,5,1,5,5090013.66
391,2021017,5,1,1,11452530.74
392,2021017,5,1,2,4241678.05
393,2021018,5,1,5,13288545.34
394,2021018,5,1,1,7441585.39
395,2021018,5,1,2,14351628.96
396,2021018,5,1,3,5846959.95
397,2021019,5,1,1,1452947.49
398,2021019,5,1,2,2570599.4
399,2021019,5,1,3,2570599.4
400,2021019,5,1,4,2458834.21
401,2021000,6,1,2,1501848.07
402,2021000,6,1,3,444992.02
403,2021000,6,1,4,1168104.06
404,2021000,6,1,5,778736.04
405,2021001,6,1,3,5544548.9
406,2021001,6,1,4,5785616.24
407,2021001,6,1,5,4580279.53
408,2021001,6,1,1,4580279.53
409,2021002,6,1,4,1198913.34
410,2021002,6,1,5,1525889.71
411,2021002,6,1,1,980929.1
412,2021002,6,1,2,980929.1
413,2021003,6,1,5,2555462.06
414,2021003,6,1,1,3607711.15
415,2021003,6,1,2,3307068.55
416,2021003,6,1,3,2555462.06
417,2021004,6,1,1,2512335.22
418,2021004,6,1,2,5338712.35
419,2021004,6,1,3,3140419.03
420,2021004,6,1,4,6280838.05
421,2021005,6,1,2,5476092.41
422,2021005,6,1,3,3764813.53
423,2021005,6,1,4,6845115.51
424,2021005,6,1,5,4449325.08
425,2021006,6,1,3,8914035.02
426,2021006,6,1,4,3714181.26
427,2021006,6,1,5,8914035.02
428,2021006,6,1,1,4457017.51
429,2021007,6,1,4,890069.96
430,2021007,6,1,5,593379.97
431,2021007,6,1,1,1928484.91
432,2021007,6,1,2,815897.46
433,2021008,6,1,5,4302041.21
434,2021008,6,1,1,5449252.2
435,2021008,6,1,2,4875646.71
436,2021008,6,1,3,7743674.19
437,2021009,6,1,1,5160246.94
438,2021009,6,1,2,2866803.85
439,2021009,6,1,3,3631284.88
440,2021009,6,1,4,4778006.42
441,2021010,6,1,2,3404564.82
442,2021010,6,1,3,8511412.04
443,2021010,6,1,4,3404564.82
444,2021010,6,1,5,5106847.22
445,2021011,6,1,3,9658918.77
446,2021011,6,1,4,10061373.72
447,2021011,6,1,5,7646644.02
448,2021011,6,1,1,5634369.28
449,2021012,6,1,4,2390307.13
450,2021012,6,1,5,2987883.91
451,2021012,6,1,1,6573344.6
452,2021012,6,1,2,6274556.21
453,2021013,6,1,5,6106987.67
454,2021013,6,1,1,7328385.21
455,2021013,6,1,2,4580240.76
456,2021013,6,1,3,8244433.36
457,2021014,6,1,1,1869176.4
458,2021014,6,1,2,712067.2
459,2021014,6,1,3,2136201.6
460,2021014,6,1,4,2225210.0
461,2021015,6,1,2,6039380.19
462,2021015,6,1,3,2842061.26
463,2021015,6,1,4,9236699.11
464,2021015,6,1,5,6394637.85
465,2021016,6,1,3,4986499.21
466,2021016,6,1,4,2818456.08
467,2021016,6,1,5,4769694.9
468,2021016,6,1,1,2601651.76
469,2021017,6,1,4,1752157.67
470,2021017,6,1,5,788470.95
471,2021017,6,1,1,2277804.97
472,2021017,6,1,2,1839765.55
473,2021018,6,1,5,3116586.58
474,2021018,6,1,1,2337439.93
475,2021018,6,1,2,5064453.19
476,2021018,6,1,3,1558293.29
477,2021019,6,1,1,4589353.46
478,2021019,6,1,2,5423781.37
479,2021019,6,1,3,5840995.32
480,2021019,6,1,4,8344279.02
481,2021000,7,1,2,2974577.54
482,2021000,7,1,3,3131134.25
483,2021000,7,1,4,3444247.67
484,2021000,7,1,5,2348350.69
485,2021001,7,1,3,3841541.23
486,2021001,7,1,4,2469562.22
487,2021001,7,1,5,3292749.63
488,2021001,7,1,1,3018353.82
489,2021002,7,1,4,6713109.25
490,2021002,7,1,5,7066430.79
491,2021002,7,1,1,3533215.39
492,2021002,7,1,2,7773073.86
493,2021003,7,1,5,544317.01
494,2021003,7,1,1,544317.01
495,2021003,7,1,2,622076.58
496,2021003,7,1,3,544317.01
497,2021004,7,1,1,1584684.63
498,2021004,7,1,2,990427.89
499,2021004,7,1,3,1881812.99
500,2021004,7,1,4,2575112.52
501,2021005,7,1,2,6066938.48
502,2021005,7,1,3,6705563.58
503,2021005,7,1,4,7024876.13
504,2021005,7,1,5,8302126.34
505,2021006,7,1,3,1537856.08
506,2021006,7,1,4,1537856.08
507,2021006,7,1,5,2904839.27
508,2021006,7,1,1,3759203.76
509,2021007,7,1,4,6452796.42
510,2021007,7,1,5,6452796.42
511,2021007,7,1,1,3441491.42
512,2021007,7,1,2,11184847.12
513,2021008,7,1,5,5789256.24
514,2021008,7,1,1,5513577.37
515,2021008,7,1,2,5789256.24
516,2021008,7,1,3,3859504.16
517,2021009,7,1,1,10717068.95
518,2021009,7,1,2,5125554.71
519,2021009,7,1,3,4193635.67
520,2021009,7,1,4,9319190.39
521,2021010,7,1,2,4042133.29
522,2021010,7,1,3,7073733.25
523,2021010,7,1,4,10610599.88
524,2021010,7,1,5,11115866.54
525,2021011,7,1,3,8874196.59
526,2021011,7,1,4,7606454.22
527,2021011,7,1,5,5493550.27
528,2021011,7,1,1,3803227.11
529,2021012,7,1,4,2155676.39
530,2021012,7,1,5,3423721.32
531,2021012,7,1,1,2282480.88
532,2021012,7,1,2,2789698.85
533,2021013,7,1,5,1330096.92
534,2021013,7,1,1,886731.28
535,2021013,7,1,2,1646786.66
536,2021013,7,1,3,1456772.82
537,2021014,7,1,1,7278088.28
538,2021014,7,1,2,7682426.52
539,2021014,7,1,3,5256397.09
540,2021014,7,1,4,10512794.18
541,2021015,7,1,2,4846232.28
542,2021015,7,1,3,5032625.83
543,2021015,7,1,4,2982296.79
544,2021015,7,1,5,2609509.69
545,2021016,7,1,3,7614585.11
546,2021016,7,1,4,8607791.86
547,2021016,7,1,5,4303895.93
548,2021016,7,1,1,5628171.6
549,2021017,7,1,4,1326109.22
550,2021017,7,1,5,2254385.68
551,2021017,7,1,1,1193498.3
552,2021017,7,1,2,3580494.9
553,2021018,7,1,5,1063727.05
554,2021018,7,1,1,1241014.89
555,2021018,7,1,2,1241014.89
556,2021018,7,1,3,1241014.89
557,2021019,7,1,1,899406.32
558,2021019,7,1,2,1686386.86
559,2021019,7,1,3,899406.32
560,2021019,7,1,4,1236683.7
561,2021000,8,1,2,6476758.06
562,2021000,8,1,3,3097579.94
563,2021000,8,1,4,7039954.41
564,2021000,8,1,5,4223972.65
565,2021001,8,1,3,9558137.05
566,2021001,8,1,4,5146689.18
567,2021001,8,1,5,5514309.84
568,2021001,8,1,1,6984792.46
569,2021002,8,1,4,3565344.84
570,2021002,8,1,5,3735123.16
571,2021002,8,1,1,2886231.53
572,2021002,8,1,2,1867561.58
573,2021003,8,1,5,2769278.42
574,2021003,8,1,1,6042062.0
575,2021003,8,1,2,2769278.42
576,2021003,8,1,3,6042062.0
577,2021004,8,1,1,318701.58
578,2021004,8,1,2,212467.72
579,2021004,8,1,3,361195.12
580,2021004,8,1,4,233714.49
581,2021005,8,1,2,6747848.2
582,2021005,8,1,3,4972098.68
583,2021005,8,1,4,3196349.15
584,2021005,8,1,5,4972098.68
585,2021006,8,1,3,6704669.03
586,2021006,8,1,4,9833514.58
587,2021006,8,1,5,4469779.35
588,2021006,8,1,1,10727470.45
589,2021007,8,1,4,2050911.93
590,2021007,8,1,5,2539224.29
591,2021007,8,1,1,1171949.67
592,2021007,8,1,2,781299.78
593,2021008,8,1,5,2051144.54
594,2021008,8,1,1,3418574.23
595,2021008,8,1,2,3931360.36
596,2021008,8,1,3,1538358.4
597,2021009,8,1,1,633298.25
598,2021009,8,1,2,870785.09
599,2021009,8,1,3,1979057.03
600,2021009,8,1,4,1424921.06
601,2021010,8,1,2,10259717.83
602,2021010,8,1,3,9470508.77
603,2021010,8,1,4,9470508.77
604,2021010,8,1,5,4340649.85
605,2021011,8,1,3,4668426.0
606,2021011,8,1,4,4668426.0
607,2021011,8,1,5,3112284.0
608,2021011,8,1,1,2334213.0
609,2021012,8,1,4,4113368.19
610,2021012,8,1,5,8912297.75
611,2021012,8,1,1,4113368.19
612,2021012,8,1,2,4456148.87
613,2021013,8,1,5,4357330.93
614,2021013,8,1,1,5567700.64
615,2021013,8,1,2,6051848.52
616,2021013,8,1,3,2178665.47
617,2021014,8,1,1,1640574.93
618,2021014,8,1,2,787475.96
619,2021014,8,1,3,656229.97
620,2021014,8,1,4,984344.96
621,2021015,8,1,2,5113916.32
622,2021015,8,1,3,7080807.21
623,2021015,8,1,4,10621210.82
624,2021015,8,1,5,5507294.5
625,2021016,8,1,3,11257043.92
626,2021016,8,1,4,10184944.5
627,2021016,8,1,5,9648894.79
628,2021016,8,1,1,4824447.4
629,2021017,8,1,4,2904830.67
630,2021017,8,1,5,1549243.03
631,2021017,8,1,1,4454073.7
632,2021017,8,1,2,5228695.21
633,2021018,8,1,5,4989911.5
634,2021018,8,1,1,1596771.68
635,2021018,8,1,2,2993946.9
636,2021018,8,1,3,2794350.44
637,2021019,8,1,1,8529165.7
638,2021019,8,1,2,6752256.18
639,2021019,8,1,3,8884547.6
640,2021019,8,1,4,2843055.23
641,2021000,9,1,2,5003769.49
642,2021000,9,1,3,6254711.86
643,2021000,9,1,4,4169807.91
644,2021000,9,1,5,7088673.44
645,2021001,9,1,3,9722418.01
646,2021001,9,1,4,9333521.29
647,2021001,9,1,5,3500070.48
648,2021001,9,1,1,7777934.41
649,2021002,9,1,4,2586090.1
650,2021002,9,1,5,1361100.06
651,2021002,9,1,1,3130530.13
652,2021002,9,1,2,1497210.06
653,2021003,9,1,5,11864825.56
654,2021003,9,1,1,6169709.29
655,2021003,9,1,2,9491860.45
656,2021003,9,1,3,6169709.29
657,2021004,9,1,1,4604259.65
658,2021004,9,1,2,2762555.79
659,2021004,9,1,3,2532342.81
660,2021004,9,1,4,2532342.81
661,2021005,9,1,2,855413.85
662,2021005,9,1,3,427706.93
663,2021005,9,1,4,962340.59
664,2021005,9,1,5,427706.93
665,2021006,9,1,3,9390170.47
666,2021006,9,1,4,9390170.47
667,2021006,9,1,5,8451153.42
668,2021006,9,1,1,8451153.42
669,2021007,9,1,4,3491113.91
670,2021007,9,1,5,6234131.99
671,2021007,9,1,1,2743018.07
672,2021007,9,1,2,4737940.31
673,2021008,9,1,5,6349772.28
674,2021008,9,1,1,6349772.28
675,2021008,9,1,2,9023360.6
676,2021008,9,1,3,3676183.95
677,2021009,9,1,1,1875303.29
678,2021009,9,1,2,1677902.95
679,2021009,9,1,3,1875303.29
680,2021009,9,1,4,2664904.68
681,2021010,9,1,2,3548787.68
682,2021010,9,1,3,5161872.98
683,2021010,9,1,4,2580936.49
684,2021010,9,1,5,4194021.8
685,2021011,9,1,3,5714444.91
686,2021011,9,1,4,7619259.88
687,2021011,9,1,5,11905093.57
688,2021011,9,1,1,8571667.37
689,2021012,9,1,4,9233935.05
690,2021012,9,1,5,4616967.52
691,2021012,9,1,1,9618682.34
692,2021012,9,1,2,8849187.75
693,2021013,9,1,5,13060720.93
694,2021013,9,1,1,12558385.51
695,2021013,9,1,2,12056050.09
696,2021013,9,1,3,4521018.78
697,2021014,9,1,1,2087154.7
698,2021014,9,1,2,1774081.5
699,2021014,9,1,3,1043577.35
700,2021014,9,1,4,2191512.44
701,2021015,9,1,2,3607748.06
702,2021015,9,1,3,5050847.28
703,2021015,9,1,4,3968522.86
704,2021015,9,1,5,5772396.89
705,2021016,9,1,3,596690.34
706,2021016,9,1,4,1147481.43
707,2021016,9,1,5,413093.31
708,2021016,9,1,1,872085.88
709,2021017,9,1,4,2483634.72
710,2021017,9,1,5,2865732.37
711,2021017,9,1,1,2483634.72
712,2021017,9,1,2,2292585.9
713,2021018,9,1,5,498540.08
714,2021018,9,1,1,598248.09
715,2021018,9,1,2,548394.08
716,2021018,9,1,3,947226.14
717,2021019,9,1,1,10462133.09
718,2021019,9,1,2,11012771.67
719,2021019,9,1,3,6057024.42
720,2021019,9,1,4,14867241.76
721,2021000,10,1,2,4359740.48
722,2021000,10,1,3,8408070.92
723,2021000,10,1,4,4671150.51
724,2021000,10,1,5,3736920.41
725,2021001,10,1,3,6723645.88
726,2021001,10,1,4,3361822.94
727,2021001,10,1,5,4654831.76
728,2021001,10,1,1,3620424.7
729,2021002,10,1,4,6023408.25
730,2021002,10,1,5,1853356.38
731,2021002,10,1,1,3706712.77
732,2021002,10,1,2,1853356.38
733,2021003,10,1,5,
734,2021003,10,1,1,603776.07
735,2021003,10,1,2,523272.6
736,2021003,10,1,3,523272.6
737,2021004,10,1,1,4625046.92
738,2021004,10,1,2,8093832.1
739,2021004,10,1,3,8093832.1
740,2021004,10,1,4,5395888.07
741,2021005,10,1,2,7732124.54
742,2021005,10,1,3,7732124.54
743,2021005,10,1,4,3722874.78
744,2021005,10,1,5,7159374.57
745,2021006,10,1,3,155345.36
746,2021006,10,1,4,345211.92
747,2021006,10,1,5,138084.77
748,2021006,10,1,1,189866.55
749,2021007,10,1,4,1653882.25
750,2021007,10,1,5,2646211.6
751,2021007,10,1,1,1874399.89
752,2021007,10,1,2,2646211.6
753,2021008,10,1,5,9425706.29
754,2021008,10,1,1,7376639.71
755,2021008,10,1,2,4507946.49
756,2021008,10,1,3,9015892.97
757,2021009,10,1,1,3675685.5
758,2021009,10,1,2,3325620.21
759,2021009,10,1,3,3675685.5
760,2021009,10,1,4,2975554.93
761,2021010,10,1,2,8411249.93
762,2021010,10,1,3,8411249.93
763,2021010,10,1,4,8411249.93
764,2021010,10,1,5,4754184.74
765,2021011,10,1,3,5742542.84
766,2021011,10,1,4,2417912.78
767,2021011,10,1,5,5138064.65
768,2021011,10,1,1,3022390.97
769,2021012,10,1,4,1053625.83
770,2021012,10,1,5,936556.29
771,2021012,10,1,1,2341390.73
772,2021012,10,1,2,2926738.42
773,2021013,10,1,5,1997480.81
774,2021013,10,1,1,3329134.68
775,2021013,10,1,2,5326615.5
776,2021013,10,1,3,4660788.56
777,2021014,10,1,1,4700833.19
778,2021014,10,1,2,2014642.8
